log_id,hardware_id,timestamp,cpu_utilization_pct,ram_utilization_pct,temperatura_celsius,estimated_power_watts,cumple_sla,hostname,cpu_cores,ram_gb,max_watts,ubicacion_rack,estado
LOG027449,HW029,2026-07-29 09:03:04.779,75.46,57.57,54.53,484.75,True,srv-green-029,32,64,600,Rack-03,activo
LOG027450,HW028,2026-07-29 09:04:04.779,74.15,67.6,55.21,563.04,True,srv-green-028,64,64,800,Rack-03,activo
LOG027451,HW049,2026-07-29 09:05:04.779,86.67,89.85,60.21,751.61,False,srv-green-049,64,64,800,Rack-05,activo
LOG027452,HW031,2026-07-29 09:06:04.779,62.03,50.84,50.65,311.86,True,srv-green-031,64,32,450,Rack-04,activo
LOG027453,HW011,2026-07-29 09:07:04.779,70.83,59.46,52.9,548.02,True,srv-green-011,64,32,800,Rack-02,activo
LOG027454,HW034,2026-07-29 09:08:04.779,81.18,88.45,59.04,521.36,True,srv-green-034,32,64,600,Rack-04,activo
LOG027455,HW019,2026-07-29 09:09:04.779,69.19,69.36,56.06,332.67,True,srv-green-019,16,64,450,Rack-02,activo
LOG027456,HW043,2026-07-29 09:10:04.779,76.6,59.0,58.35,409.9,True,srv-green-043,16,32,600,Rack-05,activo
LOG027457,HW012,2026-07-29 09:11:04.779,48.46,38.3,42.1,352.94,True,srv-green-012,16,64,800,Rack-02,activo
LOG027458,HW035,2026-07-29 09:12:04.779,57.55,43.0,46.9,350.44,True,srv-green-035,16,64,600,Rack-04,activo
LOG027459,HW003,2026-07-29 09:13:04.779,66.32,64.52,50.55,308.9,True,srv-green-003,64,64,450,Rack-01,activo
LOG027460,HW026,2026-07-29 09:14:04.779,78.32,63.39,55.52,496.66,True,srv-green-026,16,64,600,Rack-03,activo
LOG027461,HW032,2026-07-29 09:15:04.779,80.89,71.39,57.85,447.13,True,srv-green-032,16,64,600,Rack-04,activo
LOG027462,HW029,2026-07-29 09:16:04.779,61.66,48.72,49.27,413.2,True,srv-green-029,32,64,600,Rack-03,activo
LOG027463,HW045,2026-07-29 09:17:04.779,56.84,42.83,46.94,316.46,True,srv-green-045,64,32,600,Rack-05,activo
LOG027464,HW003,2026-07-29 09:18:04.779,83.23,71.43,59.62,346.41,True,srv-green-003,64,64,450,Rack-01,activo
LOG027465,HW025,2026-07-29 09:19:04.779,57.71,55.02,47.91,337.12,True,srv-green-025,32,64,600,Rack-03,activo
LOG027466,HW019,2026-07-29 09:20:04.779,65.51,54.86,50.66,273.73,True,srv-green-019,16,64,450,Rack-02,activo
LOG027467,HW026,2026-07-29 09:21:04.779,67.95,72.63,53.91,350.03,True,srv-green-026,16,64,600,Rack-03,activo
LOG027468,HW029,2026-07-29 09:22:04.779,83.21,76.91,59.24,483.38,True,srv-green-029,32,64,600,Rack-03,activo
LOG027469,HW009,2026-07-29 09:23:04.779,84.02,90.69,59.91,497.84,True,srv-green-009,64,32,600,Rack-01,activo
LOG027470,HW002,2026-07-29 09:24:04.779,78.0,57.5,59.26,636.26,True,srv-green-002,64,64,800,Rack-01,activo
LOG027471,HW043,2026-07-29 09:25:04.779,76.86,56.79,54.88,448.78,True,srv-green-043,16,32,600,Rack-05,activo
LOG027472,HW007,2026-07-29 09:26:04.779,81.34,63.74,57.28,513.91,True,srv-green-007,32,128,600,Rack-01,activo
LOG027473,HW023,2026-07-29 09:27:04.779,75.23,78.11,56.58,324.9,True,srv-green-023,32,128,450,Rack-03,activo
LOG027474,HW011,2026-07-29 09:28:04.779,83.32,60.68,60.27,713.19,True,srv-green-011,64,32,800,Rack-02,activo
LOG027475,HW010,2026-07-29 09:29:04.779,67.42,66.64,51.77,570.54,True,srv-green-010,64,64,800,Rack-01,activo
LOG027476,HW005,2026-07-29 09:30:04.779,74.11,75.42,55.69,542.97,True,srv-green-005,16,128,800,Rack-01,activo
LOG027477,HW032,2026-07-29 09:31:04.779,68.49,57.87,52.79,416.13,True,srv-green-032,16,64,600,Rack-04,activo
LOG027478,HW007,2026-07-29 09:32:04.779,78.28,86.09,57.09,488.58,True,srv-green-007,32,128,600,Rack-01,activo
LOG027479,HW048,2026-07-29 09:33:04.779,59.49,46.64,49.28,521.08,True,srv-green-048,16,64,800,Rack-05,activo
LOG027480,HW042,2026-07-29 09:34:04.779,73.44,57.48,56.56,336.0,True,srv-green-042,16,32,450,Rack-05,activo
LOG027481,HW035,2026-07-29 09:35:04.779,60.37,58.2,50.7,314.9,True,srv-green-035,16,64,600,Rack-04,activo
LOG027482,HW039,2026-07-29 09:36:04.779,67.74,70.46,52.18,503.1,True,srv-green-039,32,32,800,Rack-04,activo
LOG027483,HW006,2026-07-29 09:37:04.779,65.4,46.68,51.92,291.76,True,srv-green-006,16,128,450,Rack-01,activo
LOG027484,HW014,2026-07-29 09:38:04.779,79.09,58.11,54.38,435.93,True,srv-green-014,64,128,600,Rack-02,activo
LOG027485,HW013,2026-07-29 09:39:04.779,83.9,73.67,58.41,517.32,True,srv-green-013,64,64,600,Rack-02,activo
LOG027486,HW048,2026-07-29 09:40:04.779,73.8,78.55,54.66,585.63,True,srv-green-048,16,64,800,Rack-05,activo
LOG027487,HW009,2026-07-29 09:41:04.779,69.65,56.41,53.4,397.07,True,srv-green-009,64,32,600,Rack-01,activo
LOG027488,HW013,2026-07-29 09:42:04.779,73.81,72.96,52.69,412.31,True,srv-green-013,64,64,600,Rack-02,activo
LOG027489,HW026,2026-07-29 09:43:04.779,77.67,64.62,56.15,427.02,True,srv-green-026,16,64,600,Rack-03,activo
LOG027490,HW003,2026-07-29 09:44:04.779,74.78,61.09,54.41,305.35,True,srv-green-003,64,64,450,Rack-01,activo
LOG027491,HW043,2026-07-29 09:45:04.779,60.93,44.03,49.13,352.45,True,srv-green-043,16,32,600,Rack-05,activo
LOG027492,HW046,2026-07-29 09:46:04.779,56.4,43.49,49.14,222.17,True,srv-green-046,16,64,450,Rack-05,activo
LOG027493,HW002,2026-07-29 09:47:04.779,76.02,66.36,57.19,537.79,True,srv-green-002,64,64,800,Rack-01,activo
LOG027494,HW041,2026-07-29 09:48:04.779,81.16,73.12,56.89,371.88,True,srv-green-041,16,128,450,Rack-05,activo
LOG027495,HW026,2026-07-29 09:49:04.779,47.51,44.34,43.07,243.19,True,srv-green-026,16,64,600,Rack-03,activo
LOG027496,HW042,2026-07-29 09:50:04.779,72.3,53.21,54.37,289.76,True,srv-green-042,16,32,450,Rack-05,activo
LOG027497,HW010,2026-07-29 09:51:04.779,47.6,36.55,44.07,355.02,True,srv-green-010,64,64,800,Rack-01,activo
LOG027498,HW025,2026-07-29 09:52:04.779,44.31,45.18,41.79,255.15,True,srv-green-025,32,64,600,Rack-03,activo
LOG027499,HW023,2026-07-29 09:53:04.779,65.75,56.55,51.38,316.31,True,srv-green-023,32,128,450,Rack-03,activo
LOG027500,HW025,2026-07-29 09:54:04.779,76.12,72.68,54.47,409.38,True,srv-green-025,32,64,600,Rack-03,activo
LOG027501,HW027,2026-07-29 09:55:04.779,66.71,60.62,52.05,287.68,True,srv-green-027,32,32,450,Rack-03,activo
LOG027502,HW040,2026-07-29 09:56:04.779,80.07,75.39,60.87,678.73,True,srv-green-040,64,128,800,Rack-04,activo
LOG027503,HW024,2026-07-29 09:57:04.779,74.16,57.31,55.27,582.47,True,srv-green-024,32,32,800,Rack-03,activo
LOG027504,HW021,2026-07-29 09:58:04.779,94.87,87.39,62.7,408.9,False,srv-green-021,16,32,450,Rack-03,activo
LOG027505,HW043,2026-07-29 09:59:04.779,84.9,67.85,60.88,569.41,True,srv-green-043,16,32,600,Rack-05,activo
LOG027506,HW011,2026-07-29 10:00:04.779,58.61,57.61,48.52,482.24,True,srv-green-011,64,32,800,Rack-02,activo
LOG027507,HW049,2026-07-29 10:01:04.779,61.82,54.89,51.54,507.57,True,srv-green-049,64,64,800,Rack-05,activo
LOG027508,HW044,2026-07-29 10:02:04.779,81.7,61.77,57.92,423.09,True,srv-green-044,16,64,600,Rack-05,activo
LOG027509,HW012,2026-07-29 10:03:04.779,79.69,60.59,56.79,611.36,True,srv-green-012,16,64,800,Rack-02,activo
LOG027510,HW040,2026-07-29 10:04:04.779,62.5,67.83,48.34,541.83,True,srv-green-040,64,128,800,Rack-04,activo
LOG027511,HW013,2026-07-29 10:05:04.779,72.35,55.11,52.73,431.27,True,srv-green-013,64,64,600,Rack-02,activo
LOG027512,HW038,2026-07-29 10:06:04.779,78.75,74.45,58.25,542.88,True,srv-green-038,32,32,800,Rack-04,activo
LOG027513,HW030,2026-07-29 10:07:04.779,59.25,57.22,50.26,314.49,True,srv-green-030,16,32,600,Rack-03,activo
LOG027514,HW019,2026-07-29 10:08:04.779,66.96,58.48,51.68,269.94,True,srv-green-019,16,64,450,Rack-02,activo
LOG027515,HW040,2026-07-29 10:09:04.779,57.74,45.36,46.46,399.5,True,srv-green-040,64,128,800,Rack-04,activo
LOG027516,HW050,2026-07-29 10:10:04.779,64.98,61.18,52.96,466.77,True,srv-green-050,32,32,800,Rack-05,activo
LOG027517,HW017,2026-07-29 10:11:04.779,60.38,51.91,49.18,238.33,True,srv-green-017,32,32,450,Rack-02,activo
LOG027518,HW023,2026-07-29 10:12:04.779,72.05,51.08,55.98,290.03,True,srv-green-023,32,128,450,Rack-03,activo
LOG027519,HW007,2026-07-29 10:13:04.779,71.29,71.15,52.75,465.98,True,srv-green-007,32,128,600,Rack-01,activo
LOG027520,HW030,2026-07-29 10:14:04.779,53.65,58.33,48.64,355.27,True,srv-green-030,16,32,600,Rack-03,activo
LOG027521,HW038,2026-07-29 10:15:04.779,56.94,60.69,49.34,410.3,True,srv-green-038,32,32,800,Rack-04,activo
LOG027522,HW047,2026-07-29 10:16:04.779,75.28,73.05,55.54,317.87,True,srv-green-047,32,128,450,Rack-05,activo
LOG027523,HW018,2026-07-29 10:17:04.779,73.88,54.34,53.31,595.75,True,srv-green-018,64,64,800,Rack-02,activo
LOG027524,HW046,2026-07-29 10:18:04.779,76.98,77.29,57.05,300.82,True,srv-green-046,16,64,450,Rack-05,activo
LOG027525,HW034,2026-07-29 10:19:04.779,59.64,53.65,45.95,308.25,True,srv-green-034,32,64,600,Rack-04,activo
LOG027526,HW032,2026-07-29 10:20:04.779,60.51,43.75,50.52,323.28,True,srv-green-032,16,64,600,Rack-04,activo
LOG027527,HW045,2026-07-29 10:21:04.779,77.23,79.26,52.87,512.88,True,srv-green-045,64,32,600,Rack-05,activo
LOG027528,HW032,2026-07-29 10:22:04.779,69.28,60.63,52.09,390.74,True,srv-green-032,16,64,600,Rack-04,activo
LOG027529,HW046,2026-07-29 10:23:04.779,63.14,58.54,49.84,316.41,True,srv-green-046,16,64,450,Rack-05,activo
LOG027530,HW002,2026-07-29 10:24:04.779,64.44,55.41,47.96,564.03,True,srv-green-002,64,64,800,Rack-01,activo
LOG027531,HW021,2026-07-29 10:25:04.779,64.89,55.64,52.36,259.65,True,srv-green-021,16,32,450,Rack-03,activo
LOG027532,HW001,2026-07-29 10:26:04.779,62.8,64.41,50.66,365.27,True,srv-green-001,32,32,600,Rack-01,activo
LOG027533,HW014,2026-07-29 10:27:04.779,66.38,70.7,51.8,424.66,True,srv-green-014,64,128,600,Rack-02,activo
LOG027534,HW041,2026-07-29 10:28:04.779,70.77,50.24,53.7,271.1,True,srv-green-041,16,128,450,Rack-05,activo
LOG027535,HW047,2026-07-29 10:29:04.779,75.9,55.19,56.37,314.53,True,srv-green-047,32,128,450,Rack-05,activo
LOG027536,HW020,2026-07-29 10:30:04.779,60.06,48.37,50.59,498.31,True,srv-green-020,32,64,800,Rack-02,activo
LOG027537,HW008,2026-07-29 10:31:04.779,58.86,46.14,49.22,403.46,True,srv-green-008,32,64,800,Rack-01,activo
LOG027538,HW050,2026-07-29 10:32:04.779,55.71,53.07,45.41,495.98,True,srv-green-050,32,32,800,Rack-05,activo
LOG027539,HW011,2026-07-29 10:33:04.779,71.24,67.75,54.16,577.93,True,srv-green-011,64,32,800,Rack-02,activo
LOG027540,HW023,2026-07-29 10:34:04.779,57.85,49.34,45.04,221.85,True,srv-green-023,32,128,450,Rack-03,activo
LOG027541,HW005,2026-07-29 10:35:04.779,57.36,54.21,49.76,504.38,True,srv-green-005,16,128,800,Rack-01,activo
LOG027542,HW040,2026-07-29 10:36:04.779,70.12,70.2,55.53,497.99,True,srv-green-040,64,128,800,Rack-04,activo
LOG027543,HW012,2026-07-29 10:37:04.779,59.01,55.81,48.13,460.71,True,srv-green-012,16,64,800,Rack-02,activo
LOG027544,HW028,2026-07-29 10:38:04.779,67.53,62.54,53.9,537.97,True,srv-green-028,64,64,800,Rack-03,activo
LOG027545,HW041,2026-07-29 10:39:04.779,68.21,52.83,53.4,317.56,True,srv-green-041,16,128,450,Rack-05,activo
LOG027546,HW006,2026-07-29 10:40:04.779,75.68,71.8,56.25,330.78,True,srv-green-006,16,128,450,Rack-01,activo
LOG027547,HW043,2026-07-29 10:41:04.779,62.9,50.01,49.74,388.12,True,srv-green-043,16,32,600,Rack-05,activo
LOG027548,HW028,2026-07-29 10:42:04.779,78.16,61.48,58.86,592.21,True,srv-green-028,64,64,800,Rack-03,activo
LOG027549,HW003,2026-07-29 10:43:04.779,77.51,65.97,54.1,389.36,True,srv-green-003,64,64,450,Rack-01,activo
LOG027550,HW046,2026-07-29 10:44:04.779,68.77,63.49,52.07,282.85,True,srv-green-046,16,64,450,Rack-05,activo
LOG027551,HW044,2026-07-29 10:45:04.779,74.41,61.95,55.91,383.77,True,srv-green-044,16,64,600,Rack-05,activo
LOG027552,HW042,2026-07-29 10:46:04.779,60.01,63.94,50.26,272.08,True,srv-green-042,16,32,450,Rack-05,activo
LOG027553,HW046,2026-07-29 10:47:04.779,66.91,68.44,52.8,297.96,True,srv-green-046,16,64,450,Rack-05,activo
LOG027554,HW020,2026-07-29 10:48:04.779,65.41,57.88,52.03,449.06,True,srv-green-020,32,64,800,Rack-02,activo
LOG027555,HW040,2026-07-29 10:49:04.779,79.17,80.16,55.55,586.86,True,srv-green-040,64,128,800,Rack-04,activo
LOG027556,HW036,2026-07-29 10:50:04.779,67.02,54.1,52.25,486.54,True,srv-green-036,32,32,800,Rack-04,activo
LOG027557,HW008,2026-07-29 10:51:04.779,58.01,48.76,48.06,515.98,True,srv-green-008,32,64,800,Rack-01,activo
LOG027558,HW029,2026-07-29 10:52:04.779,56.43,50.5,47.16,342.04,True,srv-green-029,32,64,600,Rack-03,activo
LOG027559,HW005,2026-07-29 10:53:04.779,71.37,68.74,56.11,510.12,True,srv-green-005,16,128,800,Rack-01,activo
LOG027560,HW038,2026-07-29 10:54:04.779,87.72,89.85,60.52,663.13,False,srv-green-038,32,32,800,Rack-04,activo
LOG027561,HW041,2026-07-29 10:55:04.779,60.85,66.63,52.04,284.52,True,srv-green-041,16,128,450,Rack-05,activo
LOG027562,HW021,2026-07-29 10:56:04.779,80.62,88.21,57.56,357.59,True,srv-green-021,16,32,450,Rack-03,activo
LOG027563,HW028,2026-07-29 10:57:04.779,67.6,69.45,54.19,523.52,True,srv-green-028,64,64,800,Rack-03,activo
LOG027564,HW018,2026-07-29 10:58:04.779,65.19,49.3,51.44,502.25,True,srv-green-018,64,64,800,Rack-02,activo
LOG027565,HW013,2026-07-29 10:59:04.779,73.55,72.58,56.38,444.73,True,srv-green-013,64,64,600,Rack-02,activo
LOG027566,HW041,2026-07-29 11:00:04.779,71.81,61.63,56.0,341.81,True,srv-green-041,16,128,450,Rack-05,activo
LOG027567,HW015,2026-07-29 11:01:04.779,67.51,69.43,53.58,354.2,True,srv-green-015,64,128,600,Rack-02,activo
LOG027568,HW037,2026-07-29 11:02:04.779,64.29,65.77,49.7,543.57,True,srv-green-037,16,32,800,Rack-04,activo
LOG027569,HW030,2026-07-29 11:03:04.779,77.93,55.26,55.8,436.35,True,srv-green-030,16,32,600,Rack-03,activo
LOG027570,HW050,2026-07-29 11:04:04.779,73.52,64.82,56.96,589.87,True,srv-green-050,32,32,800,Rack-05,activo
LOG027571,HW011,2026-07-29 11:05:04.779,56.22,51.2,45.6,448.59,True,srv-green-011,64,32,800,Rack-02,activo
LOG027572,HW035,2026-07-29 11:06:04.779,64.3,45.77,52.69,411.17,True,srv-green-035,16,64,600,Rack-04,activo
LOG027573,HW040,2026-07-29 11:07:04.779,93.71,95.0,63.88,686.83,False,srv-green-040,64,128,800,Rack-04,activo
LOG027574,HW016,2026-07-29 11:08:04.779,85.34,78.53,61.81,642.86,False,srv-green-016,16,64,800,Rack-02,activo
LOG027575,HW019,2026-07-29 11:09:04.779,75.76,71.08,55.42,293.4,True,srv-green-019,16,64,450,Rack-02,activo
LOG027576,HW020,2026-07-29 11:10:04.779,74.16,57.98,54.24,649.09,True,srv-green-020,32,64,800,Rack-02,activo
LOG027577,HW011,2026-07-29 11:11:04.779,75.62,56.15,55.51,663.22,True,srv-green-011,64,32,800,Rack-02,activo
LOG027578,HW049,2026-07-29 11:12:04.779,49.99,43.67,43.19,367.4,True,srv-green-049,64,64,800,Rack-05,activo
LOG027579,HW008,2026-07-29 11:13:04.779,87.79,95.0,60.34,682.75,False,srv-green-008,32,64,800,Rack-01,activo
LOG027580,HW039,2026-07-29 11:14:04.779,57.7,53.56,47.47,458.07,True,srv-green-039,32,32,800,Rack-04,activo
LOG027581,HW049,2026-07-29 11:15:04.779,79.12,79.66,58.72,545.84,True,srv-green-049,64,64,800,Rack-05,activo
LOG027582,HW042,2026-07-29 11:16:04.779,54.56,46.16,47.34,262.9,True,srv-green-042,16,32,450,Rack-05,activo
LOG027583,HW008,2026-07-29 11:17:04.779,57.9,60.43,49.79,500.63,True,srv-green-008,32,64,800,Rack-01,activo
LOG027584,HW001,2026-07-29 11:18:04.779,63.7,59.45,50.71,348.46,True,srv-green-001,32,32,600,Rack-01,activo
LOG027585,HW018,2026-07-29 11:19:04.779,66.55,47.02,50.89,466.11,True,srv-green-018,64,64,800,Rack-02,activo
LOG027586,HW026,2026-07-29 11:20:04.779,74.07,60.09,56.95,495.69,True,srv-green-026,16,64,600,Rack-03,activo
LOG027587,HW048,2026-07-29 11:21:04.779,72.51,66.88,54.69,621.4,True,srv-green-048,16,64,800,Rack-05,activo
LOG027588,HW046,2026-07-29 11:22:04.779,86.02,88.84,62.97,387.02,False,srv-green-046,16,64,450,Rack-05,activo
LOG027589,HW018,2026-07-29 11:23:04.779,53.1,49.27,45.61,382.16,True,srv-green-018,64,64,800,Rack-02,activo
LOG027590,HW018,2026-07-29 11:24:04.779,69.61,58.46,53.92,514.92,True,srv-green-018,64,64,800,Rack-02,activo
LOG027591,HW050,2026-07-29 11:25:04.779,74.98,65.46,56.11,529.16,True,srv-green-050,32,32,800,Rack-05,activo
LOG027592,HW007,2026-07-29 11:26:04.779,72.81,56.05,54.36,448.63,True,srv-green-007,32,128,600,Rack-01,activo
LOG027593,HW040,2026-07-29 11:27:04.779,67.19,55.98,53.19,508.4,True,srv-green-040,64,128,800,Rack-04,activo
LOG027594,HW037,2026-07-29 11:28:04.779,75.4,56.02,53.65,665.59,True,srv-green-037,16,32,800,Rack-04,activo
LOG027595,HW047,2026-07-29 11:29:04.779,72.25,68.51,53.07,282.31,True,srv-green-047,32,128,450,Rack-05,activo
LOG027596,HW010,2026-07-29 11:30:04.779,65.42,66.57,56.24,446.84,True,srv-green-010,64,64,800,Rack-01,activo
LOG027597,HW036,2026-07-29 11:31:04.779,74.11,66.13,55.57,538.59,True,srv-green-036,32,32,800,Rack-04,activo
LOG027598,HW038,2026-07-29 11:32:04.779,78.76,56.49,59.21,661.01,True,srv-green-038,32,32,800,Rack-04,activo
LOG027599,HW029,2026-07-29 11:33:04.779,81.06,59.54,57.94,499.16,True,srv-green-029,32,64,600,Rack-03,activo
LOG027600,HW003,2026-07-29 11:34:04.779,68.27,64.27,51.65,327.6,True,srv-green-003,64,64,450,Rack-01,activo
LOG027601,HW019,2026-07-29 11:35:04.779,62.77,61.16,50.36,303.7,True,srv-green-019,16,64,450,Rack-02,activo
LOG027602,HW047,2026-07-29 11:36:04.779,77.16,63.39,56.57,348.67,True,srv-green-047,32,128,450,Rack-05,activo
LOG027603,HW013,2026-07-29 11:37:04.779,80.36,76.63,56.98,419.93,True,srv-green-013,64,64,600,Rack-02,activo
LOG027604,HW024,2026-07-29 11:38:04.779,73.38,69.42,54.2,570.21,True,srv-green-024,32,32,800,Rack-03,activo
LOG027605,HW033,2026-07-29 11:39:04.779,75.29,74.15,56.43,645.8,True,srv-green-033,32,64,800,Rack-04,activo
LOG027606,HW040,2026-07-29 11:40:04.779,66.05,48.6,52.35,484.34,True,srv-green-040,64,128,800,Rack-04,activo
LOG027607,HW009,2026-07-29 11:41:04.779,71.99,64.88,53.96,444.87,True,srv-green-009,64,32,600,Rack-01,activo
LOG027608,HW003,2026-07-29 11:42:04.779,71.61,59.41,54.57,277.91,True,srv-green-003,64,64,450,Rack-01,activo
LOG027609,HW030,2026-07-29 11:43:04.779,71.67,61.15,54.81,419.33,True,srv-green-030,16,32,600,Rack-03,activo
LOG027610,HW038,2026-07-29 11:44:04.779,72.86,71.34,54.02,526.03,True,srv-green-038,32,32,800,Rack-04,activo
LOG027611,HW001,2026-07-29 11:45:04.779,87.27,64.52,61.15,550.2,False,srv-green-001,32,32,600,Rack-01,activo
LOG027612,HW016,2026-07-29 11:46:04.779,71.32,64.0,52.41,592.62,True,srv-green-016,16,64,800,Rack-02,activo
LOG027613,HW015,2026-07-29 11:47:04.779,64.13,56.65,48.49,410.78,True,srv-green-015,64,128,600,Rack-02,activo
LOG027614,HW043,2026-07-29 11:48:04.779,73.95,54.17,54.5,389.68,True,srv-green-043,16,32,600,Rack-05,activo
LOG027615,HW016,2026-07-29 11:49:04.779,73.66,67.7,56.15,606.78,True,srv-green-016,16,64,800,Rack-02,activo
LOG027616,HW041,2026-07-29 11:50:04.779,69.38,67.33,54.26,320.84,True,srv-green-041,16,128,450,Rack-05,activo
LOG027617,HW006,2026-07-29 11:51:04.779,69.23,61.39,52.75,332.57,True,srv-green-006,16,128,450,Rack-01,activo
LOG027618,HW013,2026-07-29 11:52:04.779,79.89,76.78,56.7,521.54,True,srv-green-013,64,64,600,Rack-02,activo
LOG027619,HW044,2026-07-29 11:53:04.779,62.74,58.86,51.3,320.02,True,srv-green-044,16,64,600,Rack-05,activo
LOG027620,HW020,2026-07-29 11:54:04.779,59.23,54.07,49.64,447.0,True,srv-green-020,32,64,800,Rack-02,activo
LOG027621,HW047,2026-07-29 11:55:04.779,67.72,73.66,52.62,274.0,True,srv-green-047,32,128,450,Rack-05,activo
LOG027622,HW024,2026-07-29 11:56:04.779,70.48,71.54,52.22,618.95,True,srv-green-024,32,32,800,Rack-03,activo
LOG027623,HW002,2026-07-29 11:57:04.779,66.27,68.74,50.87,552.94,True,srv-green-002,64,64,800,Rack-01,activo
LOG027624,HW041,2026-07-29 11:58:04.779,57.04,51.39,46.63,237.75,True,srv-green-041,16,128,450,Rack-05,activo
LOG027625,HW040,2026-07-29 11:59:04.779,58.07,61.91,48.06,490.91,True,srv-green-040,64,128,800,Rack-04,activo
LOG027626,HW033,2026-07-29 12:00:04.779,62.82,49.56,49.02,528.89,True,srv-green-033,32,64,800,Rack-04,activo
LOG027627,HW023,2026-07-29 12:01:04.779,60.19,53.7,51.92,243.53,True,srv-green-023,32,128,450,Rack-03,activo
LOG027628,HW005,2026-07-29 12:02:04.779,72.95,64.31,56.47,580.48,True,srv-green-005,16,128,800,Rack-01,activo
LOG027629,HW006,2026-07-29 12:03:04.779,71.44,66.18,55.64,324.28,True,srv-green-006,16,128,450,Rack-01,activo
LOG027630,HW024,2026-07-29 12:04:04.779,67.67,74.03,55.12,539.82,True,srv-green-024,32,32,800,Rack-03,activo
LOG027631,HW003,2026-07-29 12:05:04.779,59.65,62.35,52.0,237.92,True,srv-green-003,64,64,450,Rack-01,activo
LOG027632,HW047,2026-07-29 12:06:04.779,73.76,65.1,55.22,336.96,True,srv-green-047,32,128,450,Rack-05,activo
LOG027633,HW001,2026-07-29 12:07:04.779,64.78,48.2,52.33,435.1,True,srv-green-001,32,32,600,Rack-01,activo
LOG027634,HW037,2026-07-29 12:08:04.779,54.49,52.06,46.86,382.47,True,srv-green-037,16,32,800,Rack-04,activo
LOG027635,HW014,2026-07-29 12:09:04.779,74.49,59.9,56.35,412.19,True,srv-green-014,64,128,600,Rack-02,activo
LOG027636,HW006,2026-07-29 12:10:04.779,50.88,53.53,45.52,247.07,True,srv-green-006,16,128,450,Rack-01,activo
LOG027637,HW027,2026-07-29 12:11:04.779,59.57,52.38,47.55,277.17,True,srv-green-027,32,32,450,Rack-03,activo
LOG027638,HW010,2026-07-29 12:12:04.779,63.98,48.43,50.44,475.87,True,srv-green-010,64,64,800,Rack-01,activo
LOG027639,HW001,2026-07-29 12:13:04.779,88.06,66.15,60.22,523.65,False,srv-green-001,32,32,600,Rack-01,activo
LOG027640,HW001,2026-07-29 12:14:04.779,59.71,53.76,50.28,342.24,True,srv-green-001,32,32,600,Rack-01,activo
LOG027641,HW015,2026-07-29 12:15:04.779,75.48,74.75,56.59,448.19,True,srv-green-015,64,128,600,Rack-02,activo
LOG027642,HW025,2026-07-29 12:16:04.779,81.73,71.87,57.79,451.82,True,srv-green-025,32,64,600,Rack-03,activo
LOG027643,HW027,2026-07-29 12:17:04.779,58.45,56.44,48.21,292.39,True,srv-green-027,32,32,450,Rack-03,activo
LOG027644,HW032,2026-07-29 12:18:04.779,68.06,70.17,53.16,405.36,True,srv-green-032,16,64,600,Rack-04,activo
LOG027645,HW042,2026-07-29 12:19:04.779,48.08,43.36,42.42,224.87,True,srv-green-042,16,32,450,Rack-05,activo
LOG027646,HW027,2026-07-29 12:20:04.779,75.37,81.73,53.84,378.38,True,srv-green-027,32,32,450,Rack-03,activo
LOG027647,HW040,2026-07-29 12:21:04.779,66.07,53.28,51.94,524.67,True,srv-green-040,64,128,800,Rack-04,activo
LOG027648,HW027,2026-07-29 12:22:04.779,64.17,57.47,50.1,269.02,True,srv-green-027,32,32,450,Rack-03,activo
LOG027649,HW050,2026-07-29 12:23:04.779,68.65,64.53,51.73,614.68,True,srv-green-050,32,32,800,Rack-05,activo
LOG027650,HW027,2026-07-29 12:24:04.779,75.63,59.23,58.86,324.57,True,srv-green-027,32,32,450,Rack-03,activo
LOG027651,HW009,2026-07-29 12:25:04.779,69.39,61.87,56.47,354.2,True,srv-green-009,64,32,600,Rack-01,activo
LOG027652,HW037,2026-07-29 12:26:04.779,53.69,40.26,46.8,381.04,True,srv-green-037,16,32,800,Rack-04,activo
LOG027653,HW005,2026-07-29 12:27:04.779,68.49,72.3,54.75,480.59,True,srv-green-005,16,128,800,Rack-01,activo
LOG027654,HW024,2026-07-29 12:28:04.779,67.57,59.38,52.18,491.55,True,srv-green-024,32,32,800,Rack-03,activo
LOG027655,HW021,2026-07-29 12:29:04.779,74.35,65.61,54.42,355.1,True,srv-green-021,16,32,450,Rack-03,activo
LOG027656,HW006,2026-07-29 12:30:04.779,75.54,59.57,54.13,354.3,True,srv-green-006,16,128,450,Rack-01,activo
LOG027657,HW003,2026-07-29 12:31:04.779,78.02,68.78,56.49,344.97,True,srv-green-003,64,64,450,Rack-01,activo
LOG027658,HW047,2026-07-29 12:32:04.779,47.82,50.29,43.76,216.09,True,srv-green-047,32,128,450,Rack-05,activo
LOG027659,HW027,2026-07-29 12:33:04.779,66.91,52.94,49.73,298.95,True,srv-green-027,32,32,450,Rack-03,activo
LOG027660,HW029,2026-07-29 12:34:04.779,60.05,61.13,50.38,356.89,True,srv-green-029,32,64,600,Rack-03,activo
LOG027661,HW040,2026-07-29 12:35:04.779,60.58,57.03,51.96,502.74,True,srv-green-040,64,128,800,Rack-04,activo
